"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"576"|575|"\"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002\",,sigmod record,"|"2002"|1|"\"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross     \",,sigmod record,"|"reminiscences on influential papers theodore johnson amr el abbadi richard t snodgrass kenneth a ross sigmod record"|"reminiscences influential papers theodore johnson amr abbadi richard snodgrass kenneth ross sigmod record"
"577"|576|"\"efficient evaluation of queries in a mediator for websources tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid 2002\",,sigmod conference,"|"2002"|1|"\"efficient evaluation of queries in a mediator for websources tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid     \",,sigmod conference,"|"efficient evaluation of queries in a mediator for websources tolga urhan laura bright vladimir zadorozhny maria esther vidal louiqa raschid sigmod conference"|"efficient evaluation queries mediator for websources tolga urhan laura bright vladimir zadorozhny maria esther vidal louiqa raschid sigmod conference"
"578"|577|"d ( k ) - index : an adaptive structural summary for graph-structured data 2003,\"chen qun , andrew lim , kian win ong\",sigmod conference,"|"2003"|1|"d ( k ) - index : an adaptive structural summary for graph-structured data     ,\"chen qun , andrew lim , kian win ong\",sigmod conference,"|"d k index an adaptive structural summary for graph structured data chen qun andrew lim kian win ong sigmod conference"|"index adaptive structural summary for graph structured data chen qun andrew lim kian win ong sigmod conference"
"579"|578|"\"are quorums an alternative for data replication ? bettina kemme , ricardo jim√©nez-peris , marta pati√±o-mart√≠nez , gustavo alonso acm trans . database syst .\",,,2003"|"2003"|1|"\"are quorums an alternative for data replication ? bettina kemme , ricardo jim√©nez-peris , marta pati√±o-mart√≠nez , gustavo alonso acm trans . database syst .\",,,    "|"are quorums an alternative for data replication bettina kemme ricardo jim√ nez peris marta pati√ o mart√ nez gustavo alonso acm trans database syst"|"are quorums alternative for data replication bettina kemme ricardo jim√ nez peris marta pati√ mart√ nez gustavo alonso acm trans database syst"
"580"|579|"\"probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm trans . database syst .\",,,2001"|"2001"|1|"\"probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm trans . database syst .\",,,    "|"probabilistic temporal databases i algebra alex dekhtyar robert ross v s subrahmanian acm trans database syst"|"probabilistic temporal databases algebra alex dekhtyar robert ross subrahmanian acm trans database syst"
"581"|580|"implementing the spirit of sql-99 sigmod conference 1999,paul brown,,"|"99|1999"|2|"implementing the spirit of sql-   sigmod conference     ,paul brown,,"|"implementing the spirit of sql sigmod conference paul brown"|"implementing the spirit sql sigmod conference paul brown"
"582"|581|"\"content integration for e-business joseph m. hellerstein , michael stonebraker\",,sigmod conference,2001"|"2001"|1|"\"content integration for e-business joseph m. hellerstein , michael stonebraker\",,sigmod conference,    "|"content integration for e business joseph m hellerstein michael stonebraker sigmod conference"|"content integration for business joseph hellerstein michael stonebraker sigmod conference"
"583"|582|"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,\"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt\",sigmod conference,2000"|"2000"|1|"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,\"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt\",sigmod conference,    "|"designing and mining multi terabyte astronomy archives the sloan digital sky survey alexander s szalay donald r slutz ani thakar jim gray peter z kunszt sigmod conference"|"designing and mining multi terabyte astronomy archives the sloan digital sky survey alexander szalay donald slutz ani thakar jim gray peter kunszt sigmod conference"
"584"|583|"\"mining needle in a haystack : classifying rare classes via two-phase rule induction ramesh c. agarwal , mahesh v. joshi 2001\",,sigmod conference,"|"2001"|1|"\"mining needle in a haystack : classifying rare classes via two-phase rule induction ramesh c. agarwal , mahesh v. joshi     \",,sigmod conference,"|"mining needle in a haystack classifying rare classes via two phase rule induction ramesh c agarwal mahesh v joshi sigmod conference"|"mining needle haystack classifying rare classes via two phase rule induction ramesh agarwal mahesh joshi sigmod conference"
"585"|584|"sqlem : fast clustering in sql using the em algorithm sigmod conference,\"paul cereghini , carlos ordonez\",,2000"|"2000"|1|"sqlem : fast clustering in sql using the em algorithm sigmod conference,\"paul cereghini , carlos ordonez\",,    "|"sqlem fast clustering in sql using the em algorithm sigmod conference paul cereghini carlos ordonez"|"sqlem fast clustering sql using the algorithm sigmod conference paul cereghini carlos ordonez"
"586"|585|"\"s-topss : semantic toronto publish/subscribe system ioana burcea , milenko petrovic , hans-arno jacobsen\",,vldb,2003"|"2003"|1|"\"s-topss : semantic toronto publish/subscribe system ioana burcea , milenko petrovic , hans-arno jacobsen\",,vldb,    "|"s topss semantic toronto publish subscribe system ioana burcea milenko petrovic hans arno jacobsen vldb"|"topss semantic toronto publish subscribe system ioana burcea milenko petrovic hans arno jacobsen vldb"
"587"|586|"managing business processes via workflow technology vldb 2001,frank leymann,,"|"2001"|1|"managing business processes via workflow technology vldb     ,frank leymann,,"|"managing business processes via workflow technology vldb frank leymann"|"managing business processes via workflow technology vldb frank leymann"
"588"|587|"control : continuous output and navigation technology with refinement on-line 1998,\"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman\",sigmod conference,"|"1998"|1|"control : continuous output and navigation technology with refinement on-line     ,\"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman\",sigmod conference,"|"control continuous output and navigation technology with refinement on line bruce lo tali roth ron avnur joseph m hellerstein chris olston kirk wylie bhaskaran raman vijayshankar raman sigmod conference"|"control continuous output and navigation technology with refinement line bruce tali roth ron avnur joseph hellerstein chris olston kirk wylie bhaskaran raman vijayshankar raman sigmod conference"
"589"|588|"\"a metadatabase system for semantic image search by a mathematical model of meaning yasushi kiyoki , takanari hayama , takashi kitagawa sigmod record\",,,1994"|"1994"|1|"\"a metadatabase system for semantic image search by a mathematical model of meaning yasushi kiyoki , takanari hayama , takashi kitagawa sigmod record\",,,    "|"a metadatabase system for semantic image search by a mathematical model of meaning yasushi kiyoki takanari hayama takashi kitagawa sigmod record"|"metadatabase system for semantic image search mathematical model meaning yasushi kiyoki takanari hayama takashi kitagawa sigmod record"
"590"|589|"dlfm : a transactional resource manager,\"hui-i hsiao , inderpal narang\",sigmod conference,2000"|"2000"|1|"dlfm : a transactional resource manager,\"hui-i hsiao , inderpal narang\",sigmod conference,    "|"dlfm a transactional resource manager hui i hsiao inderpal narang sigmod conference"|"dlfm transactional resource manager hui hsiao inderpal narang sigmod conference"
"591"|590|"hypertext databases and data mining soumen chakrabarti 1999,,sigmod conference,"|"1999"|1|"hypertext databases and data mining soumen chakrabarti     ,,sigmod conference,"|"hypertext databases and data mining soumen chakrabarti sigmod conference"|"hypertext databases and data mining soumen chakrabarti sigmod conference"
"592"|591|"\"dynamic service matchmaking among agents in open information environments matthias klusch , katia p. sycara , seth widoff , jianguo lu\",,sigmod record,1999"|"1999"|1|"\"dynamic service matchmaking among agents in open information environments matthias klusch , katia p. sycara , seth widoff , jianguo lu\",,sigmod record,    "|"dynamic service matchmaking among agents in open information environments matthias klusch katia p sycara seth widoff jianguo lu sigmod record"|"dynamic service matchmaking among agents open information environments matthias klusch katia sycara seth widoff jianguo sigmod record"
"593"|592|"open issues in parallel query optimization sigmod record,\"waqar hasan , patrick valduriez , daniela florescu\",,1996"|"1996"|1|"open issues in parallel query optimization sigmod record,\"waqar hasan , patrick valduriez , daniela florescu\",,    "|"open issues in parallel query optimization sigmod record waqar hasan patrick valduriez daniela florescu"|"open issues parallel query optimization sigmod record waqar hasan patrick valduriez daniela florescu"
"594"|593|"database issues in telecommunications network management ilsoo ahn,,sigmod conference,1994"|"1994"|1|"database issues in telecommunications network management ilsoo ahn,,sigmod conference,    "|"database issues in telecommunications network management ilsoo ahn sigmod conference"|"database issues telecommunications network management ilsoo ahn sigmod conference"
