label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|1215|1828|1999|1997|online association rule mining christian hidber sigmod conference|association rules over interval data miller yang international conference management data|49|51|51|8|15|2|0.25|0.13333333333333333
|1116|1976|1994|1996|integrating structured text retrieval system with object oriented database system jurgen annevelink tak yan vldb|structures for manipulating proposed updates object oriented databases michael doherty richard hull mohammed rupawalla international conference management data|45|46|49|17|21|2|0.11764705882352941|0.09523809523809523
|171|1130|1996|1996|fast nearest neighbor search medical image databases zenon protopapas christos faloutsos eliot siegel flip korn nikolaos sidiropoulos vldb|fast nearest neighbor search medical image databases flip korn nikolaos sidiropoulos christos faloutsos eliot siegel zenon protopapas very large data bases|72|92|74|19|22|18|0.9473684210526315|0.8181818181818182
|1163|1799|1997|1998|foreword management semistructured data dan suciu sigmod record|extracting schema from semistructured data svetlozar nestorov serge abiteboul rajeev motwani international conference management data|44|49|56|9|16|4|0.4444444444444444|0.25
|1784|1505|1996|1995|materialized view maintenance and integrity constraint checking trading space for time divesh srivastava sudarshan kenneth ross sigmod conference|efficient maintenance materialized mediated views james guido moerkotte joachim schue subrahmanian international conference management data|46|52|47|20|21|4|0.2|0.19047619047619047
|2404|1317|1997|1994|database model for object dynamics vldb mike papazoglou bernd krÃ mer|taxonomy for secure object oriented databases martin olivier sebastiaan von solms acm transactions database systems tods|38|41|42|14|20|4|0.2857142857142857|0.2
|1686|2010|2003|"199|2003"|aurora new model and architecture for data stream management christian convey sangdon lee ugur etintemel daniel abadi michael stonebraker mitch cherniack donald carney stanley zdonik nesime tatbul vldb|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|49|63|50|32|35|13|0.40625|0.37142857142857144
|1142|1864|1997|"1997|233|237"|line warehouse view maintenance jennifer widom dallan quass sigmod conference|the whips prototype for data warehouse creation and maintenance international conference management data wilburt labio yue zhuge janet wiener himanshu gupta ctor garc molina jennifer widom|40|45|56|11|31|6|0.5454545454545454|0.1935483870967742
|1949|205|2002|1999|xpathlearner line self tuning markov histogram for xml path selectivity estimation vldb lipyeow lim ronald parr jeffrey scott vitter sriram padmanabhan min wang|multi dimensional selectivity estimation using compressed histogram information hong lee deok hwan kim chin wan chung international conference management data|43|42|43|25|23|4|0.17391304347826086|0.16
|1835|1979|1998|1996|wavelet based histograms for selectivity estimation sigmod conference jeffrey scott vitter yossi matias min wang|improved histograms for selectivity estimation range predicates viswanath poosala peter haas yannis ioannidis eugene shekita international conference management data|52|53|62|15|23|5|0.3333333333333333|0.21739130434782608
|1016|1254|1995|1999|implementation aspects object oriented dbms ilker durusoy cetin ozkan mehmet altinel asuman dogac sigmod record|opt object oriented implementation for extensible database query optimization the vldb journal the international journal very large data bases navin kabra david dewitt|43|45|50|17|24|4|0.23529411764705882|0.16666666666666666
|1664|2201|1999|1994|query optimization for xml jason mchugh jennifer widom vldb|query optimization predicate move around alon levy inderpal singh mumick yehoshua sagiv very large data bases|46|43|54|9|18|2|0.2222222222222222|0.1111111111111111
|1339|1413|2002|2001|legodb customizing relational storage for xml documents prasan roy philip bohannon jayant haritsa simÃ maya ramanath juliana freire vldb|storage and retrieval xml data using relational databases surajit chaudhuri kyuseok shim very large data bases|43|46|44|24|16|3|0.1875|0.125
|2410|720|1996|2002|predicate based caching scheme for client server database architectures julie basu arthur keller vldb|dbcache database caching for web application servers mehmet altinel qiong luo sailesh krishnamurthy mohan hamid pirahesh bruce lindsay honguk woo larry brown international conference management data|41|43|49|17|30|3|0.17647058823529413|0.1
|1991|2190|2003|2003|thesus organizing web document collections based link semantics benjamin nguyen iraklis varlamis maria halkidi michalis vazirgiannis vldb|thesus organizing web document collections based link semantics maria halkidi benjamin nguyen iraklis varlamis michalis vazirgiannis the vldb journal the international journal very large data bases|74|82|87|19|25|18|0.9473684210526315|0.72
|1857|2044|2002|2003|bringing order query optimization giedrius slivinskas richard snodgrass christian jensen sigmod record|estimating compilation time query optimizer ihab ilyas jun rao guy lohman dengfeng gao eileen lin international conference management data|42|38|46|15|23|1|0.06666666666666667|0.043478260869565216
|1741|1877|2000|1996|line reorganization object databases sigmod conference sudarshan rajeev rastogi seshadri mohana krishna lakhamraju|the cost monitoring and reorganization object bases for clustering carsten gerlhof alfons kemper guido moerkotte acm sigmod record|49|49|52|16|21|4|0.25|0.19047619047619047
|1237|947|1999|1997|data integration and warehousing telecom italia daniele nardi maurizio lenzerini stefano trisolini sigmod conference|incremental organization for data recording and warehousing jagadish narayan seshadri sudarshan rama kanneganti very large data bases|42|48|46|15|20|3|0.2|0.15
|1674|1531|"2000|2001"|1995|xml and information retrieval sigir workshop yoÃ lle maarek david carmel aya soffer sigmod record|infoharness system for search and retrieval heterogeneous information leon shklar amit sheth vipul kashyap satish thatte international conference management data|40|45|45|17|23|4|0.23529411764705882|0.17391304347826086
|542|1912|1997|1997|optimizing queries with universal quantification object oriented and object relational databases guido moerkotte jens clauÃen klaus peithner alfons kemper vldb|extraction object oriented structures from existing relational databases acm sigmod record shekar ramanathan julia hodges|49|51|56|20|16|4|0.25|0.2
|245|2019|1996|2003|experimental system for object based sharing federated databases shahram ghandeharizadeh doug fang vldb|system for watermarking relational databases rakesh agrawal peter haas jerry kiernan international conference management data|46|46|47|16|19|4|0.25|0.21052631578947367
|3|2276|1996|2003|cost based selection path expression processing algorithms object oriented databases zhao hui tang georges gardarin jean robert gruser vldb|cost driven vertical class partitioning for methods object oriented databases chi wai fung kamalakar karlapalem qing the vldb journal the international journal very large data bases|53|50|55|21|27|6|0.2857142857142857|0.2222222222222222
|145|1150|2002|"246|1996"|time parameterized queries spatio temporal databases dimitris papadias yufei tao sigmod conference|coalescing temporal databases michael hlen richard thomas snodgrass michael soo very large data bases|45|48|46|13|17|3|0.23076923076923078|0.17647058823529413
|876|1549|1995|1995|research and products are they relevant each other panel herb edelstein sigmod conference|research and products are they relevant each other panel session international conference management data herb edelstein|71|81|85|14|19|13|0.9285714285714286|0.6842105263157895
|183|576|1994|1994|introduction deductive database languages and systems kotagiri ramamohanarao james harland vldb|the aditi deductive database system jayen vaghani kotagiri ramamohanarao david kemp zoltan somogyi peter stuckey tim leask james harland the vldb journal the international journal very large data bases|47|58|60|14|30|8|0.5714285714285714|0.26666666666666666
|2113|391|2000|2000|data management ecommerce the good the bad and the ugly sigmod conference avigdor gal|data management ecommerce tutorial session the good the bad and the ugly international conference management data avigdor gal|76|77|77|13|17|12|0.9230769230769231|0.7058823529411765
|1675|590|1999|"225|225|1994"|deadlock detection distributed database systems new algorithm and comparative performance analysis alfons kemper ehud gudes natalija krivokapic vldb|the demarcation protocol technique for maintaining constraints distributed database systems daniel barbar mill hector garcia molina the vldb journal the international journal very large data bases|50|50|53|21|26|6|0.2857142857142857|0.23076923076923078
